frame,time,id,class,center_x,center_y,speed_kmh,center_y_inverted,delta_x,delta_y,theta,delta_theta,cum_delta_theta,windowed_delta_theta,turn_label,distance_moved,distance_moved_meters,overall_turn_label
691,23.82758620689655,9,car,106,63,0.0,-63,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
721,24.86206896551724,9,car,105,63,0.1890232781350195,-63,-1.0,0.0,3.141592653589793,-3.141592653589793,-3.141592653589793,-3.141592653589793,straight,1.0,0.18421052631578946,straight
751,25.89655172413793,9,car,106,63,0.1890232781350195,-63,1.0,0.0,0.0,-3.141592653589793,-6.283185307179586,-6.283185307179586,straight,1.0,0.18421052631578946,straight
781,26.93103448275862,9,car,106,63,0.0,-63,0.0,0.0,0.0,0.0,-3.141592653589793,-3.141592653589793,straight,0.0,0.0,straight
811,27.96551724137931,9,car,106,63,0.0,-63,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
841,29.0,9,car,106,63,0.0,-63,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
871,30.03448275862069,9,car,106,63,0.0,-63,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
901,31.06896551724138,9,car,106,63,0.0,-63,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
931,32.10344827586207,9,car,106,63,0.0,-63,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
961,33.13793103448276,9,car,106,63,0.0,-63,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
991,34.172413793103445,9,car,105,63,0.5536363636363636,-63,-1.0,0.0,3.141592653589793,-3.141592653589793,-3.141592653589793,-3.141592653589793,straight,1.0,0.18421052631578946,straight
1021,35.206896551724135,9,car,105,62,0.2214545454545454,-62,0.0,1.0,1.5707963267948966,-1.5707963267948966,-4.71238898038469,-4.71238898038469,straight,1.0,0.18421052631578946,straight
1051,36.241379310344826,9,car,105,62,0.4104778235895649,-62,0.0,0.0,0.0,-1.5707963267948966,-3.141592653589793,-3.141592653589793,straight,0.0,0.0,straight
1081,37.27586206896552,9,car,105,62,0.0,-62,0.0,0.0,0.0,0.0,-1.5707963267948966,-1.5707963267948966,straight,0.0,0.0,straight
1111,38.310344827586206,9,car,105,62,0.0,-62,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
1141,39.3448275862069,9,car,105,61,0.0553636363636363,-61,0.0,1.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,straight,1.0,0.18421052631578946,straight
1171,40.37931034482759,9,car,104,61,0.7370953159892472,-61,-1.0,0.0,3.141592653589793,1.5707963267948966,3.141592653589793,3.141592653589793,straight,1.0,0.18421052631578946,straight
1201,41.41379310344828,9,car,104,61,0.3875454545454545,-61,0.0,0.0,0.0,-3.141592653589793,-1.5707963267948966,-1.5707963267948966,straight,0.0,0.0,straight
1231,42.44827586206897,9,car,104,61,0.3321818181818181,-61,0.0,0.0,0.0,0.0,-3.141592653589793,-3.141592653589793,straight,0.0,0.0,straight
1261,43.48275862068966,9,car,104,61,0.0553636363636363,-61,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
1291,44.51724137931034,9,car,104,61,0.0,-61,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
1321,45.55172413793103,9,car,104,62,0.5536363636363636,-62,0.0,-1.0,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,straight,1.0,0.18421052631578946,straight
1351,46.58620689655172,9,car,104,61,0.6817316796256108,-61,0.0,1.0,1.5707963267948966,-3.141592653589793,-4.71238898038469,-4.71238898038469,straight,1.0,0.18421052631578946,straight
1381,47.62068965517241,9,car,104,61,0.1107272727272727,-61,0.0,0.0,0.0,-1.5707963267948966,-4.71238898038469,-4.71238898038469,straight,0.0,0.0,straight
1411,48.6551724137931,9,car,104,61,0.3551141872259286,-61,0.0,0.0,0.0,0.0,-1.5707963267948966,-1.5707963267948966,straight,0.0,0.0,straight
1441,49.689655172413794,9,car,104,61,0.0,-61,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
1471,50.72413793103448,9,car,104,61,0.0,-61,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
1501,51.75862068965517,9,car,105,61,0.5441374653609482,-61,1.0,0.0,0.0,0.0,0.0,0.0,straight,1.0,0.18421052631578946,straight
1531,52.793103448275865,9,car,105,62,0.4658414599532013,-62,0.0,-1.0,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,straight,1.0,0.18421052631578946,straight
1561,53.82758620689656,9,car,105,62,0.0553636363636363,-62,0.0,0.0,0.0,1.5707963267948966,0.0,0.0,straight,0.0,0.0,straight
1591,54.86206896551724,9,car,105,62,0.0,-62,0.0,0.0,0.0,0.0,1.5707963267948966,1.5707963267948966,straight,0.0,0.0,straight
1621,55.89655172413793,9,car,105,62,0.0,-62,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
1651,56.93103448275862,9,car,105,62,0.0,-62,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
1681,57.96551724137931,9,car,105,62,0.0,-62,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
1711,59.0,9,car,105,62,0.0,-62,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
1741,60.03448275862069,9,car,105,62,0.0,-62,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
1771,61.06896551724138,9,car,105,62,0.0,-62,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
1801,62.10344827586207,9,car,105,62,0.0,-62,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
1831,63.13793103448276,9,car,105,62,0.0,-62,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
1861,64.17241379310344,9,car,105,62,0.0,-62,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
1891,65.20689655172414,9,car,105,62,0.0,-62,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
1921,66.24137931034483,9,car,105,62,0.0,-62,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
1951,67.27586206896552,9,car,105,62,0.0,-62,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
1981,68.3103448275862,9,car,105,62,0.0,-62,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
2011,69.34482758620689,9,car,105,62,0.0,-62,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
2041,70.37931034482759,9,car,105,62,0.0,-62,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
2071,71.41379310344827,9,car,105,63,0.3321818181818182,-63,0.0,-1.0,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,straight,1.0,0.18421052631578946,straight
2101,72.44827586206897,9,car,105,63,0.166090909090909,-63,0.0,0.0,0.0,1.5707963267948966,0.0,0.0,straight,0.0,0.0,straight
2131,73.48275862068965,9,car,105,63,0.2214545454545454,-63,0.0,0.0,0.0,0.0,1.5707963267948966,1.5707963267948966,straight,0.0,0.0,straight
2161,74.51724137931035,9,car,105,63,0.1107272727272727,-63,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
2191,75.55172413793103,9,car,105,62,0.3321818181818182,-62,0.0,1.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,straight,1.0,0.18421052631578946,straight
2221,76.58620689655173,9,car,105,62,0.4429090909090908,-62,0.0,0.0,0.0,-1.5707963267948966,0.0,0.0,straight,0.0,0.0,straight
2251,77.62068965517241,9,car,105,62,0.6129345724932794,-62,0.0,0.0,0.0,0.0,-1.5707963267948966,-1.5707963267948966,straight,0.0,0.0,straight
2281,78.65517241379311,9,car,105,62,0.2997505508622923,-62,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
2311,79.6896551724138,9,car,105,62,0.4429090909090908,-62,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
2341,80.72413793103448,9,car,106,62,0.166090909090909,-62,1.0,0.0,0.0,0.0,0.0,0.0,straight,1.0,0.18421052631578946,straight
2371,81.75862068965517,9,car,105,62,0.4429090909090908,-62,-1.0,0.0,3.141592653589793,-3.141592653589793,-3.141592653589793,-3.141592653589793,straight,1.0,0.18421052631578946,straight
2401,82.79310344827586,9,car,105,62,0.2768181818181817,-62,0.0,0.0,0.0,-3.141592653589793,-6.283185307179586,-6.283185307179586,straight,0.0,0.0,straight
2431,83.82758620689656,9,car,105,62,0.0,-62,0.0,0.0,0.0,0.0,-3.141592653589793,-3.141592653589793,straight,0.0,0.0,straight
2461,84.86206896551724,9,car,105,61,0.4982727272727272,-61,0.0,1.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,straight,1.0,0.18421052631578946,straight
2491,85.89655172413794,9,car,105,61,0.0553636363636363,-61,0.0,0.0,0.0,-1.5707963267948966,0.0,0.0,straight,0.0,0.0,straight
2521,86.93103448275862,9,car,105,60,0.4982727272727272,-60,0.0,1.0,1.5707963267948966,1.5707963267948966,0.0,0.0,straight,1.0,0.18421052631578946,straight
2551,87.96551724137932,9,car,105,59,0.1107272727272727,-59,0.0,1.0,1.5707963267948966,0.0,1.5707963267948966,1.5707963267948966,straight,1.0,0.18421052631578946,straight
2581,89.0,9,car,105,60,0.5670698344050586,-60,0.0,-1.0,-1.5707963267948966,-3.141592653589793,-3.141592653589793,-3.141592653589793,straight,1.0,0.18421052631578946,straight
2611,90.03448275862068,9,car,105,60,0.4009789253141494,-60,0.0,0.0,0.0,1.5707963267948966,-1.5707963267948966,-1.5707963267948966,straight,0.0,0.0,straight
2641,91.06896551724138,9,car,105,61,0.4429090909090908,-61,0.0,-1.0,-1.5707963267948966,-1.5707963267948966,0.0,0.0,straight,1.0,0.18421052631578946,straight
2671,92.10344827586206,9,car,105,60,0.4429090909090908,-60,0.0,1.0,1.5707963267948966,-3.141592653589793,-4.71238898038469,-4.71238898038469,straight,1.0,0.18421052631578946,straight
2701,93.13793103448276,9,car,105,61,0.3875454545454545,-61,0.0,-1.0,-1.5707963267948966,-3.141592653589793,-6.283185307179586,-6.283185307179586,straight,1.0,0.18421052631578946,straight
2731,94.17241379310344,9,car,105,60,0.3875454545454545,-60,0.0,1.0,1.5707963267948966,-3.141592653589793,-6.283185307179586,-6.283185307179586,straight,1.0,0.18421052631578946,straight
2761,95.20689655172414,9,car,105,60,0.0,-60,0.0,0.0,0.0,-1.5707963267948966,-4.71238898038469,-4.71238898038469,straight,0.0,0.0,straight
2791,96.24137931034484,9,car,105,60,0.0,-60,0.0,0.0,0.0,0.0,-1.5707963267948966,-1.5707963267948966,straight,0.0,0.0,straight
2821,97.27586206896552,9,car,105,60,0.1107272727272727,-60,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
2851,98.3103448275862,9,car,105,60,0.1107272727272727,-60,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
2881,99.34482758620688,9,car,105,60,0.0,-60,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
2911,100.3793103448276,9,car,105,60,0.0,-60,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
2941,101.41379310344828,9,car,105,60,0.0,-60,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
2971,102.44827586206895,9,car,106,60,0.0553636363636363,-60,1.0,0.0,0.0,0.0,0.0,0.0,straight,1.0,0.18421052631578946,straight
3001,103.48275862068964,9,car,105,60,0.4429090909090908,-60,-1.0,0.0,3.141592653589793,-3.141592653589793,-3.141592653589793,-3.141592653589793,straight,1.0,0.18421052631578946,straight
3031,104.51724137931036,9,car,105,60,0.166090909090909,-60,0.0,0.0,0.0,-3.141592653589793,-6.283185307179586,-6.283185307179586,straight,0.0,0.0,straight
3061,105.55172413793105,9,car,105,60,0.166090909090909,-60,0.0,0.0,0.0,0.0,-3.141592653589793,-3.141592653589793,straight,0.0,0.0,straight
3091,106.58620689655172,9,car,105,60,0.166090909090909,-60,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
3121,107.6206896551724,9,car,105,60,0.0553636363636363,-60,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
3151,108.65517241379312,9,car,105,60,0.0,-60,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
3181,109.6896551724138,9,car,105,59,0.5536363636363636,-59,0.0,1.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,straight,1.0,0.18421052631578946,straight
3211,110.72413793103448,9,car,105,59,0.0,-59,0.0,0.0,0.0,-1.5707963267948966,0.0,0.0,straight,0.0,0.0,straight
3241,111.75862068965516,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,-1.5707963267948966,-1.5707963267948966,straight,0.0,0.0,straight
3271,112.79310344827586,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
3301,113.82758620689656,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
3331,114.86206896551724,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
3361,115.89655172413794,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
3391,116.93103448275862,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
3421,117.96551724137932,9,car,105,59,0.1107272727272727,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
3451,119.0,9,car,105,59,0.0553636363636363,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
3481,120.03448275862068,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
3511,121.06896551724138,9,car,106,59,0.5536363636363636,-59,1.0,0.0,0.0,0.0,0.0,0.0,straight,1.0,0.18421052631578946,straight
3541,122.10344827586206,9,car,106,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
3571,123.13793103448276,9,car,106,59,0.2214545454545454,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
3601,124.17241379310344,9,car,106,60,0.2768181818181818,-60,0.0,-1.0,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,straight,1.0,0.18421052631578946,straight
3631,125.20689655172414,9,car,106,60,0.6817316796256108,-60,0.0,0.0,0.0,1.5707963267948966,0.0,0.0,straight,0.0,0.0,straight
3661,126.24137931034484,9,car,107,60,0.2768181818181818,-60,1.0,0.0,0.0,0.0,1.5707963267948966,1.5707963267948966,straight,1.0,0.18421052631578946,straight
3691,127.27586206896552,9,car,107,60,0.1107272727272727,-60,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
3721,128.31034482758622,9,car,107,60,0.0,-60,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
3751,129.3448275862069,9,car,106,60,0.0553636363636363,-60,-1.0,0.0,3.141592653589793,-3.141592653589793,-3.141592653589793,-3.141592653589793,straight,1.0,0.18421052631578946,straight
3781,130.3793103448276,9,car,106,60,0.166090909090909,-60,0.0,0.0,0.0,-3.141592653589793,-6.283185307179586,-6.283185307179586,straight,0.0,0.0,straight
3811,131.41379310344828,9,car,106,60,0.166090909090909,-60,0.0,0.0,0.0,0.0,-3.141592653589793,-3.141592653589793,straight,0.0,0.0,straight
3841,132.44827586206895,9,car,106,60,0.3321818181818181,-60,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
3871,133.48275862068965,9,car,106,59,0.5536363636363636,-59,0.0,1.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,straight,1.0,0.18421052631578946,straight
3901,134.51724137931035,9,car,106,59,0.5536363636363636,-59,0.0,0.0,0.0,-1.5707963267948966,0.0,0.0,straight,0.0,0.0,straight
3931,135.55172413793105,9,car,105,59,0.6817316796256108,-59,-1.0,0.0,3.141592653589793,-3.141592653589793,-4.71238898038469,-4.71238898038469,straight,1.0,0.18421052631578946,straight
3961,136.58620689655172,9,car,105,59,0.4982727272727272,-59,0.0,0.0,0.0,-3.141592653589793,-6.283185307179586,-6.283185307179586,straight,0.0,0.0,straight
3991,137.6206896551724,9,car,105,59,0.3321818181818181,-59,0.0,0.0,0.0,0.0,-3.141592653589793,-3.141592653589793,straight,0.0,0.0,straight
4021,138.6551724137931,9,car,105,59,0.3321818181818182,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
4051,139.68965517241378,9,car,105,59,0.3321818181818181,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
4081,140.72413793103448,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
4111,141.75862068965515,9,car,105,59,0.4792749307218963,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
4141,142.79310344827587,9,car,105,59,0.3875454545454545,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
4171,143.82758620689654,9,car,105,59,0.3875454545454545,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
4201,144.86206896551724,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
4231,145.89655172413794,9,car,105,59,0.1107272727272727,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
4261,146.93103448275863,9,car,105,58,0.4429090909090908,-58,0.0,1.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,straight,1.0,0.18421052631578946,straight
4291,147.9655172413793,9,car,105,59,0.3875454545454545,-59,0.0,-1.0,-1.5707963267948966,-3.141592653589793,-1.5707963267948966,-1.5707963267948966,straight,1.0,0.18421052631578946,straight
4321,149.0,9,car,105,59,0.166090909090909,-59,0.0,0.0,0.0,1.5707963267948966,-1.5707963267948966,-1.5707963267948966,straight,0.0,0.0,straight
4351,150.0344827586207,9,car,105,58,0.3321818181818182,-58,0.0,1.0,1.5707963267948966,1.5707963267948966,3.141592653589793,3.141592653589793,straight,1.0,0.18421052631578946,straight
4381,151.06896551724137,9,car,105,58,0.2214545454545454,-58,0.0,0.0,0.0,-1.5707963267948966,0.0,0.0,straight,0.0,0.0,straight
4411,152.10344827586206,9,car,105,58,0.1107272727272727,-58,0.0,0.0,0.0,0.0,-1.5707963267948966,-1.5707963267948966,straight,0.0,0.0,straight
4441,153.13793103448276,9,car,105,58,0.0553636363636363,-58,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
4471,154.17241379310346,9,car,105,58,0.0553636363636363,-58,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
4501,155.20689655172413,9,car,105,58,0.166090909090909,-58,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
4531,156.24137931034485,9,car,105,58,0.2214545454545454,-58,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
4561,157.27586206896552,9,car,105,59,0.576568732680474,-59,0.0,-1.0,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,straight,1.0,0.18421052631578946,straight
4591,158.31034482758622,9,car,105,59,0.0,-59,0.0,0.0,0.0,1.5707963267948966,0.0,0.0,straight,0.0,0.0,straight
4621,159.3448275862069,9,car,105,59,0.1107272727272727,-59,0.0,0.0,0.0,0.0,1.5707963267948966,1.5707963267948966,straight,0.0,0.0,straight
4651,160.3793103448276,9,car,105,59,0.0553636363636363,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
4681,161.41379310344828,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
4711,162.44827586206895,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
4741,163.48275862068965,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
4771,164.51724137931035,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
4801,165.55172413793105,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
4831,166.58620689655172,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
4861,167.6206896551724,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
4891,168.6551724137931,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
4921,169.68965517241378,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
4951,170.72413793103448,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
4981,171.75862068965515,9,car,104,59,0.0553636363636363,-59,-1.0,0.0,3.141592653589793,-3.141592653589793,-3.141592653589793,-3.141592653589793,straight,1.0,0.18421052631578946,straight
5011,172.79310344827587,9,car,105,59,0.5212050963168376,-59,1.0,0.0,0.0,-3.141592653589793,-6.283185307179586,-6.283185307179586,straight,1.0,0.18421052631578946,straight
5041,173.82758620689654,9,car,105,59,0.2214545454545454,-59,0.0,0.0,0.0,0.0,-3.141592653589793,-3.141592653589793,straight,0.0,0.0,straight
5071,174.86206896551724,9,car,105,59,0.2214545454545454,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
5101,175.89655172413794,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
5131,176.93103448275863,9,car,105,58,0.1107272727272727,-58,0.0,1.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,straight,1.0,0.18421052631578946,straight
5161,177.9655172413793,9,car,105,58,0.3875454545454545,-58,0.0,0.0,0.0,-1.5707963267948966,0.0,0.0,straight,0.0,0.0,straight
5191,179.0,9,car,105,59,0.5536363636363636,-59,0.0,-1.0,-1.5707963267948966,-1.5707963267948966,-3.141592653589793,-3.141592653589793,straight,1.0,0.18421052631578946,straight
5221,180.0344827586207,9,car,105,59,0.0,-59,0.0,0.0,0.0,1.5707963267948966,0.0,0.0,straight,0.0,0.0,straight
5251,181.06896551724137,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,1.5707963267948966,1.5707963267948966,straight,0.0,0.0,straight
5281,182.1034482758621,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
5311,183.1379310344828,9,car,105,59,0.0553636363636363,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
5341,184.17241379310343,9,car,105,59,0.1107272727272727,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
5371,185.20689655172413,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
5401,186.24137931034485,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
5431,187.27586206896552,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
5461,188.31034482758625,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
5491,189.3448275862069,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
5521,190.3793103448276,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
5551,191.41379310344828,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
5581,192.44827586206893,9,car,104,59,0.3875454545454545,-59,-1.0,0.0,3.141592653589793,-3.141592653589793,-3.141592653589793,-3.141592653589793,straight,1.0,0.18421052631578946,straight
5611,193.48275862068965,9,car,105,59,0.4429090909090908,-59,1.0,0.0,0.0,-3.141592653589793,-6.283185307179586,-6.283185307179586,straight,1.0,0.18421052631578946,straight
5641,194.51724137931035,9,car,105,60,0.0553636363636363,-60,0.0,-1.0,-1.5707963267948966,-1.5707963267948966,-4.71238898038469,-4.71238898038469,straight,1.0,0.18421052631578946,straight
5671,195.55172413793105,9,car,105,60,0.3875454545454545,-60,0.0,0.0,0.0,1.5707963267948966,0.0,0.0,straight,0.0,0.0,straight
5701,196.5862068965517,9,car,105,60,0.166090909090909,-60,0.0,0.0,0.0,0.0,1.5707963267948966,1.5707963267948966,straight,0.0,0.0,straight
5731,197.6206896551724,9,car,105,60,0.2214545454545454,-60,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
5761,198.6551724137931,9,car,105,60,0.3321818181818181,-60,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
5791,199.68965517241375,9,car,105,60,0.3321818181818181,-60,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
5821,200.72413793103448,9,car,105,60,0.1107272727272727,-60,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
5851,201.7586206896552,9,car,105,59,0.3875454545454545,-59,0.0,1.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,straight,1.0,0.18421052631578946,straight
5881,202.79310344827587,9,car,105,59,0.0,-59,0.0,0.0,0.0,-1.5707963267948966,0.0,0.0,straight,0.0,0.0,straight
5911,203.8275862068965,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,-1.5707963267948966,-1.5707963267948966,straight,0.0,0.0,straight
5941,204.86206896551724,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
5971,205.89655172413796,9,car,105,59,0.0,-59,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
6001,206.93103448275863,9,car,105,60,0.2214545454545454,-60,0.0,-1.0,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,straight,1.0,0.18421052631578946,straight
6031,207.9655172413793,9,car,105,60,0.3321818181818181,-60,0.0,0.0,0.0,1.5707963267948966,0.0,0.0,straight,0.0,0.0,straight
6061,209.0,9,car,105,60,0.0,-60,0.0,0.0,0.0,0.0,1.5707963267948966,1.5707963267948966,straight,0.0,0.0,straight
6091,210.0344827586207,9,car,105,60,0.0,-60,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
6121,211.06896551724137,9,car,105,60,0.0,-60,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
6151,212.1034482758621,9,car,105,60,0.2768181818181817,-60,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
6181,213.1379310344828,9,car,105,60,0.2768181818181817,-60,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
6211,214.17241379310343,9,car,105,60,0.0,-60,0.0,0.0,0.0,0.0,0.0,0.0,straight,0.0,0.0,straight
6241,215.20689655172413,9,car,105,61,0.7141629469451367,-61,0.0,-1.0,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,straight,1.0,0.18421052631578946,straight
